fecha,precio,regimen,regimen_nombre,volatilidad,rsi,sentiment_score,confianza,threshold,señal,razon
2026-04-11,1.1728830337524414,1,Normal,0.09076956228792254,62.157968000824894,-0.5599,0.5624032020568848,0.65,HOLD,Confianza 0.562 insuficiente (threshold 0.65)
